scan_date,org_name,total_scans,new_leads,avg_confidence,avg_processing_time,conversion_rate_pct,rolling_7d_avg_scans,scans_wow_growth_pct,is_slow_processing,day_of_week,day_of_week_num,week_number,year_month
2026-05-01,Endeavor Inc,93,77,0.8685,457.5,82.79569892473118,64.14285714285714,20.779220779220786,False,Friday,4,18,2026-05
2026-05-02,Endeavor Inc,53,28,0.8496,703.76,52.83018867924528,67.14285714285714,65.625,False,Saturday,5,18,2026-05
2026-05-03,Endeavor Inc,40,33,0.9367,1053.11,82.5,67.85714285714286,14.28571428571428,False,Sunday,6,18,2026-05
2026-05-04,Endeavor Inc,45,31,0.7243,1373.22,68.88888888888889,67.0,-11.764705882352944,True,Monday,0,19,2026-05
2026-05-05,Endeavor Inc,91,59,0.707,1025.0,64.83516483516483,70.71428571428571,39.99999999999999,False,Tuesday,1,19,2026-05
2026-04-06,EverBright Inc,8,6,0.9169,1276.75,75.0,8.0,,False,Monday,0,15,2026-04
2026-04-07,EverBright Inc,3,1,0.9045,293.43,33.33333333333333,5.5,,False,Tuesday,1,15,2026-04
2026-04-11,EverBright Inc,1,0,0.7471,1037.14,0.0,4.0,,False,Saturday,5,15,2026-04
2026-04-12,EverBright Inc,1,0,0.9784,1314.16,0.0,3.25,,True,Sunday,6,15,2026-04
2026-04-13,EverBright Inc,5,4,0.7703,1461.77,80.0,3.6,,True,Monday,0,16,2026-04
2026-04-14,EverBright Inc,5,3,0.9187,163.49,60.0,3.8333333333333335,,False,Tuesday,1,16,2026-04
2026-04-16,EverBright Inc,3,2,0.8892,1014.66,66.66666666666666,3.7142857142857144,,False,Thursday,3,16,2026-04
2026-04-19,EverBright Inc,1,0,0.9148,1509.63,0.0,2.7142857142857144,-87.5,True,Sunday,6,16,2026-04
2026-04-21,EverBright Inc,6,3,0.9548,1377.23,50.0,3.142857142857143,100.0,True,Tuesday,1,17,2026-04
2026-04-22,EverBright Inc,3,2,0.8487,1605.13,66.66666666666666,3.4285714285714284,200.0,True,Wednesday,2,17,2026-04
2026-04-25,EverBright Inc,2,1,0.9512,876.87,50.0,3.5714285714285716,100.0,False,Saturday,5,17,2026-04
2026-04-27,EverBright Inc,4,2,0.75,1022.58,50.0,3.4285714285714284,-19.999999999999996,False,Monday,0,18,2026-04
2026-05-04,EverBright Inc,4,3,0.6859,1445.54,75.0,3.2857142857142856,-19.999999999999996,True,Monday,0,19,2026-05
2026-04-06,Fairway Technologies,50,23,0.9345,647.52,46.0,50.0,,False,Monday,0,15,2026-04
2026-04-07,Fairway Technologies,38,34,0.9162,1234.3,89.47368421052632,44.0,,False,Tuesday,1,15,2026-04
2026-04-08,Fairway Technologies,82,39,0.7973,981.02,47.5609756097561,56.666666666666664,,False,Wednesday,2,15,2026-04
2026-04-09,Fairway Technologies,64,29,0.7243,217.47,45.3125,58.5,,False,Thursday,3,15,2026-04
2026-04-10,Fairway Technologies,35,31,0.7144,739.27,88.57142857142857,53.8,,False,Friday,4,15,2026-04
2026-04-11,Fairway Technologies,45,26,0.695,1702.83,57.77777777777777,52.333333333333336,,True,Saturday,5,15,2026-04
2026-04-12,Fairway Technologies,35,27,0.9847,1137.91,77.14285714285715,49.857142857142854,,False,Sunday,6,15,2026-04
2026-04-13,Fairway Technologies,47,37,0.7343,987.02,78.72340425531915,49.42857142857143,-6.000000000000005,False,Monday,0,16,2026-04
2026-04-14,Fairway Technologies,60,38,0.6758,1103.74,63.33333333333333,52.57142857142857,57.89473684210527,False,Tuesday,1,16,2026-04
2026-04-15,Fairway Technologies,41,22,0.7211,462.88,53.65853658536586,46.714285714285715,-50.0,False,Wednesday,2,16,2026-04
2026-04-16,Fairway Technologies,46,27,0.8993,596.01,58.69565217391305,44.142857142857146,-28.125,False,Thursday,3,16,2026-04
2026-04-17,Fairway Technologies,29,19,0.9169,961.98,65.51724137931035,43.285714285714285,-17.14285714285714,False,Friday,4,16,2026-04
2026-04-18,Fairway Technologies,50,25,0.9241,922.6,50.0,44.0,11.111111111111116,False,Saturday,5,16,2026-04
2026-04-19,Fairway Technologies,23,15,0.9534,671.85,65.21739130434783,42.285714285714285,-34.285714285714285,False,Sunday,6,16,2026-04
2026-04-20,Fairway Technologies,54,34,0.7408,1039.62,62.96296296296296,43.285714285714285,14.893617021276606,False,Monday,0,17,2026-04
2026-04-21,Fairway Technologies,12,9,0.6679,802.0,75.0,36.42857142857143,-80.0,False,Tuesday,1,17,2026-04
2026-04-22,Fairway Technologies,63,36,0.8992,1610.58,57.14285714285714,39.57142857142857,53.65853658536586,True,Wednesday,2,17,2026-04
2026-04-23,Fairway Technologies,52,44,0.705,1118.29,84.61538461538461,40.42857142857143,13.043478260869556,False,Thursday,3,17,2026-04
2026-04-24,Fairway Technologies,40,32,0.8315,181.2,80.0,42.0,37.93103448275863,False,Friday,4,17,2026-04
2026-04-25,Fairway Technologies,35,17,0.9377,1727.36,48.57142857142857,39.857142857142854,-30.000000000000004,True,Saturday,5,17,2026-04
2026-04-26,Fairway Technologies,30,15,0.7636,736.61,50.0,40.857142857142854,30.434782608695656,False,Sunday,6,17,2026-04
2026-04-27,Fairway Technologies,35,19,0.8199,1260.58,54.285714285714285,38.142857142857146,-35.18518518518518,False,Monday,0,18,2026-04
2026-04-28,Fairway Technologies,35,18,0.7458,717.0,51.42857142857142,41.42857142857143,191.66666666666666,False,Tuesday,1,18,2026-04
2026-04-29,Fairway Technologies,57,50,0.6758,377.58,87.71929824561403,40.57142857142857,-9.523809523809524,False,Wednesday,2,18,2026-04
2026-04-30,Fairway Technologies,37,26,0.922,555.49,70.27027027027027,38.42857142857143,-28.846153846153843,False,Thursday,3,18,2026-04
2026-05-01,Fairway Technologies,63,42,0.9723,1188.61,66.66666666666666,41.714285714285715,57.49999999999999,False,Friday,4,18,2026-05
2026-05-02,Fairway Technologies,10,8,0.8433,918.92,80.0,38.142857142857146,-71.42857142857143,False,Saturday,5,18,2026-05
2026-05-03,Fairway Technologies,17,10,0.7009,1172.46,58.82352941176471,36.285714285714285,-43.333333333333336,False,Sunday,6,18,2026-05
2026-05-04,Fairway Technologies,68,52,0.8536,1704.33,76.47058823529412,41.0,94.28571428571428,True,Monday,0,19,2026-05
2026-05-05,Fairway Technologies,92,74,0.9007,682.79,80.43478260869566,49.142857142857146,162.85714285714286,False,Tuesday,1,19,2026-05
2026-04-06,Forte Solutions,20,12,0.884,992.99,60.0,20.0,,False,Monday,0,15,2026-04
2026-04-07,Forte Solutions,7,6,0.7555,1018.86,85.71428571428571,13.5,,False,Tuesday,1,15,2026-04
2026-04-08,Forte Solutions,23,15,0.793,566.18,65.21739130434783,16.666666666666668,,False,Wednesday,2,15,2026-04
2026-04-09,Forte Solutions,25,20,0.9693,528.83,80.0,18.75,,False,Thursday,3,15,2026-04
2026-04-10,Forte Solutions,27,13,0.8746,1015.02,48.148148148148145,20.4,,False,Friday,4,15,2026-04
2026-04-11,Forte Solutions,9,7,0.9338,1368.38,77.77777777777779,18.5,,True,Saturday,5,15,2026-04
2026-04-12,Forte Solutions,14,11,0.7439,996.68,78.57142857142857,17.857142857142858,,False,Sunday,6,15,2026-04
2026-04-13,Forte Solutions,23,19,0.7274,183.2,82.6086956521739,18.285714285714285,14.999999999999991,False,Monday,0,16,2026-04
2026-04-15,Forte Solutions,24,17,0.8207,1148.66,70.83333333333334,20.714285714285715,242.85714285714283,False,Wednesday,2,16,2026-04
2026-04-16,Forte Solutions,14,8,0.9073,520.75,57.14285714285714,19.428571428571427,-39.13043478260869,False,Thursday,3,16,2026-04
2026-04-17,Forte Solutions,24,11,0.6681,1610.81,45.83333333333333,19.285714285714285,-4.0000000000000036,True,Friday,4,16,2026-04
2026-04-18,Forte Solutions,4,2,0.8763,283.48,50.0,16.0,-85.18518518518519,False,Saturday,5,16,2026-04
2026-04-20,Forte Solutions,26,20,0.9254,314.25,76.92307692307693,18.428571428571427,188.88888888888889,False,Monday,0,17,2026-04
2026-04-22,Forte Solutions,6,5,0.8221,434.16,83.33333333333334,17.285714285714285,-57.14285714285714,False,Wednesday,2,17,2026-04
2026-04-23,Forte Solutions,25,20,0.7134,1291.71,80.0,17.571428571428573,8.695652173913038,False,Thursday,3,17,2026-04
2026-04-25,Forte Solutions,12,10,0.961,484.6,83.33333333333334,15.857142857142858,-50.0,False,Saturday,5,17,2026-04
2026-04-26,Forte Solutions,17,13,0.8598,1282.19,76.47058823529412,16.285714285714285,21.42857142857142,False,Sunday,6,17,2026-04
2026-04-27,Forte Solutions,31,21,0.8064,760.52,67.74193548387096,17.285714285714285,29.166666666666675,False,Monday,0,18,2026-04
2026-04-28,Forte Solutions,8,4,0.6537,1416.6,50.0,17.857142857142858,100.0,True,Tuesday,1,18,2026-04
2026-04-29,Forte Solutions,23,16,0.7021,1373.31,69.56521739130434,17.428571428571427,-11.538461538461542,True,Wednesday,2,18,2026-04
2026-05-01,Forte Solutions,20,17,0.877,367.35,85.0,19.428571428571427,233.33333333333334,False,Friday,4,18,2026-05
2026-05-02,Forte Solutions,8,6,0.8743,1414.65,75.0,17.0,-68.0,True,Saturday,5,18,2026-05
2026-05-05,Forte Solutions,26,17,0.8512,1730.84,65.38461538461539,19.0,116.66666666666666,True,Tuesday,1,19,2026-05
2026-04-06,FrontEdge Technologies,33,21,0.9031,255.74,63.63636363636363,33.0,,False,Monday,0,15,2026-04
2026-04-07,FrontEdge Technologies,27,18,0.6752,1312.14,66.66666666666666,30.0,,True,Tuesday,1,15,2026-04
2026-04-08,FrontEdge Technologies,27,18,0.8553,245.38,66.66666666666666,29.0,,False,Wednesday,2,15,2026-04
2026-04-09,FrontEdge Technologies,24,20,0.686,1101.24,83.33333333333334,27.75,,False,Thursday,3,15,2026-04
2026-04-10,FrontEdge Technologies,26,17,0.8426,927.41,65.38461538461539,27.4,,False,Friday,4,15,2026-04
2026-04-11,FrontEdge Technologies,9,7,0.8478,1152.16,77.77777777777779,24.333333333333332,,False,Saturday,5,15,2026-04
2026-04-12,FrontEdge Technologies,9,6,0.6859,1137.58,66.66666666666666,22.142857142857142,,False,Sunday,6,15,2026-04
2026-04-13,FrontEdge Technologies,29,25,0.8377,1227.85,86.20689655172413,21.571428571428573,-12.121212121212121,False,Monday,0,16,2026-04
2026-04-14,FrontEdge Technologies,14,11,0.7582,1396.31,78.57142857142857,19.714285714285715,-48.14814814814815,True,Tuesday,1,16,2026-04
2026-04-15,FrontEdge Technologies,22,11,0.7982,557.08,50.0,19.0,-18.518518518518523,False,Wednesday,2,16,2026-04
2026-04-16,FrontEdge Technologies,46,26,0.7114,537.92,56.52173913043478,22.142857142857142,91.66666666666667,False,Thursday,3,16,2026-04
2026-04-17,FrontEdge Technologies,11,7,0.9443,1164.77,63.63636363636363,20.0,-57.692307692307686,False,Friday,4,16,2026-04
2026-04-18,FrontEdge Technologies,15,9,0.9381,433.29,60.0,20.857142857142858,66.66666666666667,False,Saturday,5,16,2026-04
2026-04-19,FrontEdge Technologies,13,6,0.6661,938.97,46.15384615384615,21.428571428571427,44.44444444444444,False,Sunday,6,16,2026-04
2026-04-20,FrontEdge Technologies,38,24,0.8679,679.61,63.1578947368421,22.714285714285715,31.034482758620683,False,Monday,0,17,2026-04
2026-04-21,FrontEdge Technologies,24,21,0.7954,159.28,87.5,24.142857142857142,71.42857142857142,False,Tuesday,1,17,2026-04
2026-04-22,FrontEdge Technologies,40,36,0.7135,1594.0,90.0,26.714285714285715,81.81818181818181,True,Wednesday,2,17,2026-04
2026-04-23,FrontEdge Technologies,21,17,0.7873,177.86,80.95238095238095,23.142857142857142,-54.347826086956516,False,Thursday,3,17,2026-04
2026-04-24,FrontEdge Technologies,37,24,0.6635,845.5,64.86486486486487,26.857142857142858,236.36363636363637,False,Friday,4,17,2026-04
2026-04-25,FrontEdge Technologies,12,10,0.9735,488.31,83.33333333333334,26.428571428571427,-19.999999999999996,False,Saturday,5,17,2026-04
2026-04-26,FrontEdge Technologies,10,4,0.7214,753.29,40.0,26.0,-23.076923076923073,False,Sunday,6,17,2026-04
2026-04-27,FrontEdge Technologies,25,16,0.9359,1458.7,64.0,24.142857142857142,-34.210526315789465,True,Monday,0,18,2026-04
2026-04-28,FrontEdge Technologies,17,13,0.8094,569.53,76.47058823529412,23.142857142857142,-29.166666666666664,False,Tuesday,1,18,2026-04
2026-04-29,FrontEdge Technologies,20,16,0.9095,1694.88,80.0,20.285714285714285,-50.0,True,Wednesday,2,18,2026-04
2026-04-30,FrontEdge Technologies,24,21,0.7176,91.62,87.5,20.714285714285715,14.28571428571428,False,Thursday,3,18,2026-04
2026-05-01,FrontEdge Technologies,25,14,0.7592,536.12,56.00000000000001,19.0,-32.432432432432435,False,Friday,4,18,2026-05
2026-05-02,FrontEdge Technologies,20,16,0.8253,813.91,80.0,20.142857142857142,66.66666666666667,False,Saturday,5,18,2026-05
2026-05-03,FrontEdge Technologies,12,9,0.671,817.96,75.0,20.428571428571427,19.999999999999996,False,Sunday,6,18,2026-05
2026-05-04,FrontEdge Technologies,32,27,0.6992,1182.53,84.375,21.428571428571427,28.000000000000004,False,Monday,0,19,2026-05
2026-05-05,FrontEdge Technologies,25,19,0.9015,1000.52,76.0,22.571428571428573,47.058823529411775,False,Tuesday,1,19,2026-05
2026-04-08,Granite Global,4,2,0.9183,573.1,50.0,4.0,,False,Wednesday,2,15,2026-04
2026-04-09,Granite Global,2,1,0.7922,1021.82,50.0,3.0,,False,Thursday,3,15,2026-04
2026-04-13,Granite Global,9,6,0.9293,1583.28,66.66666666666666,5.0,,True,Monday,0,16,2026-04
2026-04-16,Granite Global,5,3,0.6859,296.61,60.0,5.0,,False,Thursday,3,16,2026-04
2026-04-17,Granite Global,3,1,0.6984,942.94,33.33333333333333,4.6,,False,Friday,4,16,2026-04
2026-04-19,Granite Global,1,0,0.7999,827.34,0.0,4.0,,False,Sunday,6,16,2026-04
2026-04-24,Granite Global,6,4,0.9453,1728.19,66.66666666666666,4.285714285714286,,True,Friday,4,17,2026-04
2026-04-26,Granite Global,2,1,0.805,865.55,50.0,4.0,-50.0,False,Sunday,6,17,2026-04
2026-04-28,Granite Global,5,3,0.7758,239.56,60.0,4.428571428571429,150.0,False,Tuesday,1,18,2026-04
2026-04-29,Granite Global,1,0,0.9164,658.81,0.0,3.2857142857142856,-88.88888888888889,False,Wednesday,2,18,2026-04
2026-05-01,Granite Global,4,3,0.8436,277.68,75.0,3.142857142857143,-19.999999999999996,False,Friday,4,18,2026-05
2026-05-03,Granite Global,2,1,0.8157,899.58,50.0,3.0,-33.333333333333336,False,Sunday,6,18,2026-05
2026-05-04,Granite Global,3,2,0.859,364.81,66.66666666666666,3.2857142857142856,200.0,False,Monday,0,19,2026-05
2026-05-05,Granite Global,4,2,0.7899,594.84,50.0,3.0,-33.333333333333336,False,Tuesday,1,19,2026-05
2026-04-06,Greenfield Ops,158,129,0.6535,297.12,81.64556962025317,158.0,,False,Monday,0,15,2026-04
2026-04-07,Greenfield Ops,73,57,0.9331,1204.39,78.08219178082192,115.5,,False,Tuesday,1,15,2026-04
2026-04-08,Greenfield Ops,99,69,0.8194,1223.32,69.6969696969697,110.0,,False,Wednesday,2,15,2026-04
2026-04-09,Greenfield Ops,166,122,0.7241,937.59,73.49397590361446,124.0,,False,Thursday,3,15,2026-04
2026-04-10,Greenfield Ops,136,103,0.7678,1379.07,75.73529411764706,126.4,,True,Friday,4,15,2026-04
2026-04-11,Greenfield Ops,80,62,0.8799,345.45,77.5,118.66666666666667,,False,Saturday,5,15,2026-04
2026-04-12,Greenfield Ops,70,49,0.7069,1131.64,70.0,111.71428571428571,,False,Sunday,6,15,2026-04
2026-04-13,Greenfield Ops,137,75,0.867,940.74,54.74452554744526,108.71428571428571,-13.291139240506332,False,Monday,0,16,2026-04
2026-04-14,Greenfield Ops,190,92,0.8064,1546.61,48.421052631578945,125.42857142857143,160.27397260273975,True,Tuesday,1,16,2026-04
2026-04-15,Greenfield Ops,81,36,0.9028,683.4,44.44444444444444,122.85714285714286,-18.181818181818176,False,Wednesday,2,16,2026-04
2026-04-16,Greenfield Ops,154,87,0.9285,1591.34,56.493506493506494,121.14285714285714,-7.2289156626506035,True,Thursday,3,16,2026-04
2026-04-17,Greenfield Ops,86,55,0.7649,171.91,63.95348837209303,114.0,-36.76470588235294,False,Friday,4,16,2026-04
2026-04-18,Greenfield Ops,64,49,0.965,1281.96,76.5625,111.71428571428571,-19.999999999999996,False,Saturday,5,16,2026-04
2026-04-19,Greenfield Ops,82,71,0.8424,549.61,86.58536585365853,113.42857142857143,17.14285714285715,False,Sunday,6,16,2026-04
2026-04-20,Greenfield Ops,89,74,0.8283,404.92,83.14606741573034,106.57142857142857,-35.03649635036496,False,Monday,0,17,2026-04
2026-04-21,Greenfield Ops,150,70,0.8072,141.6,46.666666666666664,100.85714285714286,-21.052631578947366,False,Tuesday,1,17,2026-04
2026-04-22,Greenfield Ops,152,99,0.7227,1192.85,65.13157894736842,111.0,87.65432098765432,False,Wednesday,2,17,2026-04
2026-04-23,Greenfield Ops,77,46,0.9589,857.52,59.74025974025974,100.0,-50.0,False,Thursday,3,17,2026-04
2026-04-24,Greenfield Ops,97,68,0.7942,1483.39,70.10309278350515,101.57142857142857,12.790697674418606,True,Friday,4,17,2026-04
2026-04-25,Greenfield Ops,66,43,0.9577,578.58,65.15151515151516,101.85714285714286,3.125,False,Saturday,5,17,2026-04
2026-04-26,Greenfield Ops,45,34,0.8795,921.44,75.55555555555556,96.57142857142857,-45.12195121951219,False,Sunday,6,17,2026-04
2026-04-27,Greenfield Ops,177,152,0.8978,1713.51,85.87570621468926,109.14285714285714,98.87640449438202,True,Monday,0,18,2026-04
2026-04-28,Greenfield Ops,95,73,0.8473,726.08,76.84210526315789,101.28571428571429,-36.66666666666667,False,Tuesday,1,18,2026-04
2026-04-29,Greenfield Ops,141,122,0.6961,756.27,86.52482269503547,99.71428571428571,-7.236842105263152,False,Wednesday,2,18,2026-04
2026-04-30,Greenfield Ops,182,92,0.8098,1142.37,50.54945054945055,114.71428571428571,136.36363636363637,False,Thursday,3,18,2026-04
2026-05-01,Greenfield Ops,142,72,0.9036,663.66,50.70422535211267,121.14285714285714,46.39175257731958,False,Friday,4,18,2026-05
2026-05-02,Greenfield Ops,100,80,0.9443,1397.6,80.0,126.0,51.515151515151516,True,Saturday,5,18,2026-05
2026-05-03,Greenfield Ops,65,59,0.6904,393.23,90.76923076923077,128.85714285714286,44.44444444444444,False,Sunday,6,18,2026-05
2026-05-04,Greenfield Ops,172,148,0.9664,1133.17,86.04651162790698,128.14285714285714,-2.824858757062143,False,Monday,0,19,2026-05
2026-05-05,Greenfield Ops,144,87,0.9085,600.43,60.416666666666664,135.14285714285714,51.578947368421055,False,Tuesday,1,19,2026-05
2026-04-06,GrowthEdge Partners,212,174,0.9885,1016.64,82.0754716981132,212.0,,False,Monday,0,15,2026-04
2026-04-07,GrowthEdge Partners,136,102,0.7,191.98,75.0,174.0,,False,Tuesday,1,15,2026-04
2026-04-08,GrowthEdge Partners,267,209,0.946,1273.53,78.27715355805243,205.0,,False,Wednesday,2,15,2026-04
2026-04-09,GrowthEdge Partners,250,199,0.8167,925.14,79.60000000000001,216.25,,False,Thursday,3,15,2026-04
2026-04-10,GrowthEdge Partners,232,191,0.9539,1048.21,82.32758620689656,219.4,,False,Friday,4,15,2026-04
2026-04-11,GrowthEdge Partners,183,134,0.7481,1580.36,73.224043715847,213.33333333333334,,True,Saturday,5,15,2026-04
2026-04-12,GrowthEdge Partners,180,141,0.8322,926.03,78.33333333333333,208.57142857142858,,False,Sunday,6,15,2026-04
2026-04-13,GrowthEdge Partners,146,126,0.9522,785.31,86.3013698630137,199.14285714285714,-31.132075471698116,False,Monday,0,16,2026-04
2026-04-14,GrowthEdge Partners,97,76,0.6712,915.75,78.35051546391753,193.57142857142858,-28.676470588235293,False,Tuesday,1,16,2026-04
2026-04-15,GrowthEdge Partners,222,120,0.889,201.81,54.054054054054056,187.14285714285714,-16.85393258426966,False,Wednesday,2,16,2026-04
2026-04-16,GrowthEdge Partners,226,189,0.9621,1333.01,83.6283185840708,183.71428571428572,-9.599999999999998,True,Thursday,3,16,2026-04
2026-04-17,GrowthEdge Partners,238,183,0.9695,1020.87,76.89075630252101,184.57142857142858,2.586206896551735,False,Friday,4,16,2026-04
2026-04-18,GrowthEdge Partners,77,50,0.7262,482.25,64.93506493506493,169.42857142857142,-57.92349726775956,False,Saturday,5,16,2026-04
2026-04-19,GrowthEdge Partners,118,94,0.8619,994.15,79.66101694915254,160.57142857142858,-34.44444444444444,False,Sunday,6,16,2026-04
2026-04-20,GrowthEdge Partners,184,167,0.8554,981.7,90.76086956521739,166.0,26.027397260273965,False,Monday,0,17,2026-04
2026-04-21,GrowthEdge Partners,322,235,0.6766,1697.74,72.98136645962732,198.14285714285714,231.95876288659795,True,Tuesday,1,17,2026-04
2026-04-22,GrowthEdge Partners,165,117,0.7594,1623.46,70.9090909090909,190.0,-25.67567567567568,True,Wednesday,2,17,2026-04
2026-04-23,GrowthEdge Partners,222,149,0.7408,96.73,67.11711711711712,189.42857142857142,-1.7699115044247815,False,Thursday,3,17,2026-04
2026-04-24,GrowthEdge Partners,171,78,0.7297,824.16,45.614035087719294,179.85714285714286,-28.15126050420168,False,Friday,4,17,2026-04
2026-04-25,GrowthEdge Partners,50,38,0.6941,342.69,76.0,176.0,-35.064935064935064,False,Saturday,5,17,2026-04
2026-04-26,GrowthEdge Partners,48,32,0.9005,1079.1,66.66666666666666,166.0,-59.32203389830508,False,Sunday,6,17,2026-04
2026-04-27,GrowthEdge Partners,242,173,0.9668,447.52,71.48760330578511,174.28571428571428,31.52173913043479,False,Monday,0,18,2026-04
2026-04-28,GrowthEdge Partners,278,223,0.7093,419.47,80.2158273381295,168.0,-13.664596273291929,False,Tuesday,1,18,2026-04
2026-04-29,GrowthEdge Partners,74,58,0.8195,161.51,78.37837837837837,155.0,-55.15151515151515,False,Wednesday,2,18,2026-04
2026-04-30,GrowthEdge Partners,252,135,0.6604,1155.05,53.57142857142857,159.28571428571428,13.513513513513509,False,Thursday,3,18,2026-04
2026-05-01,GrowthEdge Partners,298,239,0.9789,999.06,80.20134228187919,177.42857142857142,74.26900584795322,False,Friday,4,18,2026-05
2026-05-02,GrowthEdge Partners,132,115,0.9791,389.83,87.12121212121212,189.14285714285714,164.0,False,Saturday,5,18,2026-05
2026-05-03,GrowthEdge Partners,88,66,0.6978,378.02,75.0,194.85714285714286,83.33333333333333,False,Sunday,6,18,2026-05
2026-05-04,GrowthEdge Partners,286,154,0.8901,1196.07,53.84615384615385,201.14285714285714,18.181818181818187,False,Monday,0,19,2026-05
2026-05-05,GrowthEdge Partners,197,152,0.9047,434.25,77.15736040609137,189.57142857142858,-29.136690647482013,False,Tuesday,1,19,2026-05
2026-04-06,HighGround Tech,43,29,0.6837,1493.64,67.44186046511628,43.0,,True,Monday,0,15,2026-04
2026-04-07,HighGround Tech,27,22,0.9151,884.01,81.48148148148148,35.0,,False,Tuesday,1,15,2026-04
2026-04-08,HighGround Tech,35,20,0.6567,739.07,57.14285714285714,35.0,,False,Wednesday,2,15,2026-04
2026-04-09,HighGround Tech,36,25,0.7905,469.62,69.44444444444444,35.25,,False,Thursday,3,15,2026-04
2026-04-10,HighGround Tech,38,22,0.9558,612.93,57.89473684210527,35.8,,False,Friday,4,15,2026-04
2026-04-11,HighGround Tech,16,7,0.9687,521.08,43.75,32.5,,False,Saturday,5,15,2026-04
2026-04-12,HighGround Tech,6,3,0.7179,938.36,50.0,28.714285714285715,,False,Sunday,6,15,2026-04
2026-04-13,HighGround Tech,39,19,0.873,761.28,48.717948717948715,28.142857142857142,-9.302325581395355,False,Monday,0,16,2026-04
2026-04-14,HighGround Tech,32,19,0.6755,1406.7,59.375,28.857142857142858,18.518518518518512,True,Tuesday,1,16,2026-04
2026-04-15,HighGround Tech,41,23,0.7202,1724.14,56.09756097560976,29.714285714285715,17.14285714285715,True,Wednesday,2,16,2026-04
2026-04-16,HighGround Tech,35,31,0.7738,630.56,88.57142857142857,29.571428571428573,-2.777777777777779,False,Thursday,3,16,2026-04
2026-04-17,HighGround Tech,63,35,0.6799,763.83,55.55555555555556,33.142857142857146,65.78947368421053,False,Friday,4,16,2026-04
2026-04-18,HighGround Tech,30,14,0.7309,234.68,46.666666666666664,35.142857142857146,87.5,False,Saturday,5,16,2026-04
2026-04-19,HighGround Tech,16,8,0.7562,266.46,50.0,36.57142857142857,166.66666666666666,False,Sunday,6,16,2026-04
2026-04-20,HighGround Tech,26,13,0.7324,1737.31,50.0,34.714285714285715,-33.333333333333336,True,Monday,0,17,2026-04
2026-04-21,HighGround Tech,58,41,0.8772,122.22,70.6896551724138,38.42857142857143,81.25,False,Tuesday,1,17,2026-04
2026-04-22,HighGround Tech,39,30,0.6653,1433.6,76.92307692307693,38.142857142857146,-4.878048780487809,True,Wednesday,2,17,2026-04
2026-04-23,HighGround Tech,59,46,0.8446,1081.64,77.96610169491525,41.57142857142857,68.57142857142857,False,Thursday,3,17,2026-04
2026-04-24,HighGround Tech,30,14,0.8081,858.84,46.666666666666664,36.857142857142854,-52.38095238095239,False,Friday,4,17,2026-04
2026-04-25,HighGround Tech,16,10,0.6714,1526.51,62.5,34.857142857142854,-46.666666666666664,True,Saturday,5,17,2026-04
2026-04-26,HighGround Tech,20,9,0.8925,322.56,45.0,35.42857142857143,25.0,False,Sunday,6,17,2026-04
2026-04-27,HighGround Tech,30,20,0.779,1016.81,66.66666666666666,36.0,15.384615384615374,False,Monday,0,18,2026-04
2026-04-28,HighGround Tech,14,10,0.886,737.34,71.42857142857143,29.714285714285715,-75.86206896551724,False,Tuesday,1,18,2026-04
2026-04-29,HighGround Tech,58,32,0.792,320.22,55.172413793103445,32.42857142857143,48.71794871794872,False,Wednesday,2,18,2026-04
2026-04-30,HighGround Tech,28,18,0.9323,1706.65,64.28571428571429,28.0,-52.542372881355924,True,Thursday,3,18,2026-04
2026-05-01,HighGround Tech,26,21,0.7782,511.41,80.76923076923077,27.428571428571427,-13.33333333333333,False,Friday,4,18,2026-05
2026-05-02,HighGround Tech,13,10,0.9065,348.66,76.92307692307693,27.0,-18.75,False,Saturday,5,18,2026-05
2026-05-03,HighGround Tech,34,29,0.834,746.01,85.29411764705883,29.0,70.0,False,Sunday,6,18,2026-05
2026-05-04,HighGround Tech,30,14,0.9311,601.62,46.666666666666664,29.0,0.0,False,Monday,0,19,2026-05
2026-05-05,HighGround Tech,32,18,0.9128,573.85,56.25,31.571428571428573,128.57142857142856,False,Tuesday,1,19,2026-05
2026-04-06,Highline Media,82,46,0.9245,1349.9,56.09756097560976,82.0,,True,Monday,0,15,2026-04
2026-04-07,Highline Media,143,70,0.9044,108.92,48.95104895104895,112.5,,False,Tuesday,1,15,2026-04
2026-04-08,Highline Media,117,55,0.7522,1156.53,47.008547008547005,114.0,,False,Wednesday,2,15,2026-04
2026-04-09,Highline Media,223,129,0.8417,706.7,57.847533632286996,141.25,,False,Thursday,3,15,2026-04
2026-04-10,Highline Media,209,190,0.7554,1599.19,90.9090909090909,154.8,,True,Friday,4,15,2026-04
2026-04-11,Highline Media,92,79,0.9326,940.49,85.86956521739131,144.33333333333334,,False,Saturday,5,15,2026-04
2026-04-12,Highline Media,77,51,0.8396,1491.87,66.23376623376623,134.71428571428572,,True,Sunday,6,15,2026-04
2026-04-13,Highline Media,205,153,0.7219,729.19,74.63414634146342,152.28571428571428,150.0,False,Monday,0,16,2026-04
2026-04-14,Highline Media,135,63,0.6599,1296.23,46.666666666666664,151.14285714285714,-5.594405594405593,False,Tuesday,1,16,2026-04
2026-04-15,Highline Media,136,67,0.9784,598.81,49.26470588235294,153.85714285714286,16.23931623931625,False,Wednesday,2,16,2026-04
